publication_date,effective_on,department,agency_fr,independent_reg_agency,title_fr,abstract,action,citation,document_number,docket_number,significant,econ_significant,3(f)(1) significant,Major,html_url,Notes,in_fr_df,url,title_gao,agency_gao,subagency,type,description,priority,effective,received,control_number,fed_reg_number,major_rule_report,in_gao_df,regulation_id_number
2021-02-12,2021-02-12,Treasury Department,Internal Revenue Service,0,Unrelated Business Taxable Income Separately Computed for Each Trade or Business; Correction,"This document contains corrections to the final regulations (Treasury Decision 9933) that published in the Federal Register on Wednesday, December 2, 2020. The final regulations provide guidance on how an exempt organization subject to the unrelated business income tax determines if it has more than one unrelated trade or business, and, if so, how the exempt organization calculates unrelated business taxable income.",Final rule; correction.,86 FR 9285,2021-00342,IRS-2020-0006,,,,,https://www.federalregister.gov/documents/2021/02/12/2021-00342/unrelated-business-taxable-income-separately-computed-for-each-trade-or-business-correction,,1,,,,,,,,,,,,,0,['1545-BO79']
2021-02-12,2021-02-16,Interior Department,National Park Service,0,Glen Canyon National Recreation Area; Motor Vehicles,,,86 FR 9289,C1-2020-28464,NPS-2018-0001,,,,,https://www.federalregister.gov/documents/2021/02/12/C1-2020-28464/glen-canyon-national-recreation-area-motor-vehicles,,1,,,,,,,,,,,,,0,['1024-AD93']
2021-02-12,2021-03-15,Commerce Department,National Oceanic and Atmospheric Administration,0,Fisheries Off West Coast States; West Coast Salmon Fisheries; Rebuilding Coho Salmon Stocks,"NMFS issues this final rule under the authority of the Magnuson-Stevens Fishery Conservation and Management Act (MSA) to approve and implement rebuilding plans recommended by the Pacific Fishery Management Council (Council) for three overfished salmon stocks: Juan de Fuca, Queets, and Snohomish natural coho salmon. NMFS determined in 2018 that these stocks were overfished under the MSA, due to spawning escapement falling below the required level for the 3-year period 2014-2016. The MSA requires overfished stocks to be rebuilt, generally within 10 years.",Final rule.,86 FR 9301,2021-02834,NOAA-NMFS-2019-0138,,,,,https://www.federalregister.gov/documents/2021/02/12/2021-02834/fisheries-off-west-coast-states-west-coast-salmon-fisheries-rebuilding-coho-salmon-stocks,,1,,,,,,,,,,,,,0,['0648-BJ05']
2021-02-12,2021-03-15,Consumer Financial Protection Bureau,,1,Role of Supervisory Guidance,"The Bureau of Consumer Financial Protection (Bureau) is adopting a final rule that codifies the Interagency Statement Clarifying the Role of Supervisory Guidance, issued by the Office of the Comptroller of the Currency (OCC), Board of Governors of the Federal Reserve System (Board), Federal Deposit Insurance Corporation (FDIC), National Credit Union Administration (NCUA), and the Bureau (collectively, the agencies) on September 11, 2018 (2018 Statement). By codifying the 2018 Statement, with amendments, the final rule confirms that the Bureau will continue to follow and respect the limits of administrative law in carrying out its supervisory responsibilities. The 2018 Statement reiterated well-established law by stating that, unlike a law or regulation, supervisory guidance does not have the force and effect of law. As such, supervisory guidance does not create binding legal obligations for the public. Because it is incorporated into the final rule, the 2018 Statement, as amended, is binding on the Bureau. The final rule adopts the rule as proposed without substantive change.",Final rule.,86 FR 9261,2021-01524,CFPB-2020-0033,,,,,https://www.federalregister.gov/documents/2021/02/12/2021-01524/role-of-supervisory-guidance,,1,,,,,,,,,,,,,0,['3710-AB02']
2021-02-12,2021-04-05,Federal Reserve System,,1,"Amendments to Capital Planning and Stress Testing Requirements for Large Bank Holding Companies, Intermediate Holding Companies and Savings and Loan Holding Companies","This document corrects an error in amendatory instruction 2 affecting Part 217 of the Board's Regulation Q published in the Federal Register on February 3, 2021.",Technical correction.,86 FR 9261,2021-02911,,,,,,https://www.federalregister.gov/documents/2021/02/12/2021-02911/amendments-to-capital-planning-and-stress-testing-requirements-for-large-bank-holding-companies,,1,,,,,,,,,,,,,0,['7100-AF95']
2021-02-12,2022-10-01,Federal Trade Commission,,1,Energy Labeling Rule,"The Federal Trade Commission (""FTC"" or ""Commission"") amends the Energy Labeling Rule (""Rule"") to require EnergyGuide labels for portable air conditioners and issue amendments to central air conditioner labels to conform with Department of Energy (""DOE"") changes to efficiency descriptors.",Final rule.,86 FR 9274,2020-28880,FTC-2020-0033,,,,,https://www.federalregister.gov/documents/2021/02/12/2020-28880/energy-labeling-rule,,1,,,,,,,,,,,,,0,['3084-AB15']
2021-02-16,2021-02-16,Health and Human Services Department,Centers for Medicare & Medicaid Services,0,"Medicare Program; CY 2021 Payment Policies Under the Physician Fee Schedule and Other Changes to Part B Payment Policies; Medicare Shared Savings Program Requirements; Medicaid Promoting Interoperability Program Requirements for Eligible Professionals; Quality Payment Program; Coverage of Opioid Use Disorder Services Furnished by Opioid Treatment Programs; Medicare Enrollment of Opioid Treatment Programs; Electronic Prescribing for Controlled Substances for a Covered Part D Drug; Payment for Office/Outpatient Evaluation and Management Services; Hospital IQR Program; Establish New Code Categories; Medicare Diabetes Prevention Program (MDPP) Expanded Model Emergency Policy; Coding and Payment for Virtual Check-In Services Interim Final Rule Policy; Coding and Payment for Personal Protective Equipment (PPE) Interim Final Rule Policy; Regulatory Revisions in Response to the Public Health Emergency (PHE) for COVID-19; and Finalization of Certain Provisions From the March 31st, May 8th and September 2nd Interim Final Rules in Response to the PHE for COVID-19; Correcting Amendment","This document corrects a typographical error in the final rule that appeared in the December 28, 2020 Federal Register (hereinafter referred to as the CY 2021 PFS final rule). The effective date was January 1, 2021.",Final rule and interim final rule; correcting amendment.,86 FR 9471,2021-02985,CMS-2020-0088,,,,,https://www.federalregister.gov/documents/2021/02/16/2021-02985/medicare-program-cy-2021-payment-policies-under-the-physician-fee-schedule-and-other-changes-to-part,,1,,,,,,,,,,,,,0,['0938-AU32']
2021-02-16,,Environmental Protection Agency,,0,Test Methods and Performance Specifications for Air Emission Sources,,,86 FR 9470,C1-2020-18824,EPA-HQ-OAR-2018-0815,,,,,https://www.federalregister.gov/documents/2021/02/16/C1-2020-18824/test-methods-and-performance-specifications-for-air-emission-sources,,1,,,,,,,,,,,,,0,['2060-AU39']
2021-02-18,2021-02-17,Commerce Department,Industry and Security Bureau,0,Burma: Implementation of Sanctions,"In response to the coup perpetrated by the Burmese military wresting control of the democratically-elected government of Burma, the United States Government is reviewing all available actions to hold the perpetrators of the coup responsible. The Department of Commerce's Bureau of Industry and Security (BIS) is taking immediate action to limit exports and reexports of sensitive goods to Burma's military and security services. Effective immediately, BIS is adopting a more restrictive license application review policy of presumption of denial of items requiring a license for export and reexport to Burma's Ministry of Defense, Ministry of Home Affairs, armed forces, and security services. BIS is also suspending the use of certain license exceptions that would otherwise generally be available to Burma as a result of its current Country Group placement in the Export Administration Regulations (EAR).",Notification.,86 FR 10011,2021-03350,BIS-2021-0022,,,,,https://www.federalregister.gov/documents/2021/02/18/2021-03350/burma-implementation-of-sanctions,,1,,,,,,,,,,,,,0,['0694-XC07']
2021-02-18,2021-02-18,National Foundation on the Arts and the Humanities,National Endowment for the Arts,0,Civil Penalties Adjustment for 2021,"The National Endowment for the Arts (NEA) is adjusting the maximum civil monetary penalties (CMPs) that may be imposed for violations of the Program Fraud Civil Remedies Act (PFCRA) and the NEA's Restrictions on Lobbying to reflect the requirements of the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015 (the 2015 Act). The 2015 Act further amended the Federal Civil Penalties Inflation Adjustment Act of 1990 (the Inflation Adjustment Act) to improve the effectiveness of civil monetary penalties and to maintain their deterrent effect. This final rule provides the 2021 annual inflation adjustments to the initial ""catch-up"" adjustments made on June 15, 2017, and reflects all other inflation adjustments made in the interim.",Final rule.,86 FR 10029,2021-00765,,,,,,https://www.federalregister.gov/documents/2021/02/18/2021-00765/civil-penalties-adjustment-for-2021,,1,,,,,,,,,,,,,0,['3135-AA33']
2021-02-18,2021-10-01,Homeland Security Department,Federal Emergency Management Agency,0,"National Flood Insurance Program: Conforming Changes To Reflect the Biggert-Waters Flood Insurance Reform Act of 2012 (BW-12) and the Homeowners Flood Insurance Affordability Act of 2014 (HFIAA), and Additional Clarifications for Plain Language; Correction","On July 20, 2020, FEMA published in the Federal Register a final rule revising the National Flood Insurance Program (NFIP) regulations to codify certain provisions of the Biggert-Waters Flood Insurance Reform Act of 2012 and the Homeowner Flood Insurance Affordability Act of 2014, and to clarify certain existing NFIP rules relating to NFIP operations and the Standard Flood Insurance Policy. This final rule provides corrections to those instructions, to be used in lieu of the information published July 20.",Final rule; correction.,86 FR 10029,2021-02644,FEMA-2018-0026,,,,,https://www.federalregister.gov/documents/2021/02/18/2021-02644/national-flood-insurance-program-conforming-changes-to-reflect-the-biggert-waters-flood-insurance,,1,,,,,,,,,,,,,0,['1660-AA95']
2021-02-22,2021-02-22,Agriculture Department,Farm Service Agency,0,"Farm Loan Programs, Debt Settlement","The Farm Service Agency (FSA) amended the Farm Loan Programs Debt Settlement regulations in through a final rule published in the Federal Register on June 17, 2020. This correction is to remove a certain word that erroneously appeared in the regulation.",Correcting amendments.,86 FR 10440,2021-03186,,,,,,https://www.federalregister.gov/documents/2021/02/22/2021-03186/farm-loan-programs-debt-settlement,,1,,,,,,,,,,,,,0,['0560-AA16']
2021-02-22,2021-02-22,Treasury Department,Internal Revenue Service,0,Statutory Limitations on Like-Kind Exchanges; Correction,"This document contains corrections to the final regulations (Treasury Decision 9935) that were published in the Federal Register on Wednesday, December 2, 2020. The final regulations providing guidance under section 1031 of the Internal Revenue Code (Code) to implement recent statutory changes to that section.",Final regulations; correction.,86 FR 10457,2021-00895,IRS-2020-0018,,,,,https://www.federalregister.gov/documents/2021/02/22/2021-00895/statutory-limitations-on-like-kind-exchanges-correction,,1,,,,,,,,,,,,,0,['1545-BP02']
